trial,complexity,formation,numBusts,activeSlots,numCards,estCombos,capped,totalNodes,bestScore,maxRating,rcMode,rcUsed,ubRating,rcVsUb,ms,finalFoundAt,numImprovements,preset
19,scaled,4-3-3 (4),3,8,16,172800,False,43773,130,94,auto-jitter,92,94,below,70.69999999995343,9,1,11
20,scaled,4-2-4,4,7,14,8100,False,3440,128,94,auto-jitter,95,94,above,6.199999999953434,2380,4,11
21,scaled,4-2-4,2,9,17,38400,False,14362,137,92,auto-jitter,90,92,below,22.600000000093132,1976,4,11
22,scaled,5-2-1-2,3,8,15,27648,False,8405,134,94,auto-jitter,94,94,exact,13.599999999860302,10,2,11
23,scaled,5-2-1-2,4,7,14,16200,False,6411,125,91,auto-jitter,92,91,above,10.5,18,2,11
24,scaled,4-3-3 (4),3,8,17,55296,False,17428,132,93,auto-jitter,92,93,below,27,10,2,11
25,scaled,4-1-3-2,3,8,13,3888,False,969,130,91,auto-jitter,89,91,below,1.8999999999068677,74,3,11
26,scaled,4-1-3-2,4,7,14,2160,False,1112,127,92,auto-jitter,91,92,below,1.5999999998603016,40,3,11
27,scaled,4-5-1,3,8,15,55296,False,15155,136,94,auto-jitter,96,94,above,25.5999999998603,9,1,11
28,scaled,4-4-2 (2),4,7,16,10800,False,6187,127,93,auto-jitter,92,93,below,12.300000000046566,8,1,11
29,scaled,4-3-3 (4),3,8,15,540,False,329,131,91,auto-jitter,89,91,below,0.8000000000465661,28,2,11
30,scaled,4-1-2-1-2,3,8,19,24300,False,15339,131,92,auto-jitter,95,92,above,35.10000000009313,2333,3,11
31,scaled,4-3-2-1,3,8,14,110592,False,26066,133,95,auto-jitter,95,95,exact,35.5,9,1,11
32,scaled,4-2-2-2,4,7,13,2400,False,1474,129,93,auto-jitter,91,93,below,2.5,236,5,11
33,scaled,5-4-1,4,7,15,18432,False,4691,126,94,auto-jitter,95,94,above,9.599999999860302,15,2,11
34,scaled,4-1-2-1-2 (2),4,7,13,5184,False,1758,124,92,auto-jitter,92,92,exact,3.5,8,1,11
35,scaled,4-1-4-1,3,8,14,4320,False,665,133,94,auto-jitter,92,94,below,1,9,1,11
36,scaled,4-1-3-2,2,9,17,92160,False,28579,140,92,auto-jitter,93,92,above,34.89999999990687,3021,3,11
37,scaled,5-2-1-2,4,7,12,5400,False,2124,129,95,auto-jitter,98,95,above,3.6000000000931323,9,2,11
38,scaled,4-4-2,4,7,14,3200,False,1909,126,93,auto-jitter,92,93,below,3.800000000046566,15,2,11
39,scaled,4-3-3 (3),4,7,12,768,False,447,127,92,auto-jitter,91,92,below,0.8000000000465661,176,3,11
40,scaled,4-1-2-1-2 (2),3,8,18,221184,False,74514,132,92,auto-jitter,90,92,below,136.5,2025,3,11
41,scaled,4-1-4-1,2,9,17,11520,False,3235,140,96,auto-jitter,97,96,above,4.199999999953434,895,3,11
42,scaled,4-3-3 (2),2,9,17,43200,False,15778,136,92,auto-jitter,91,92,below,23.100000000093132,10904,6,11
43,scaled,4-4-2 (2),4,7,11,2700,False,814,128,94,auto-jitter,92,94,below,1.5,497,2,11
44,scaled,5-4-1,2,9,17,360000,False,48266,141,95,auto-jitter,97,95,above,125,19958,5,11
45,scaled,3-4-2-1,3,8,17,108000,False,40465,133,94,auto-jitter,95,94,above,56.200000000186265,106,3,11
46,scaled,5-3-2,4,7,17,14400,False,9040,129,95,auto-jitter,94,95,below,18.199999999953434,342,3,11
47,scaled,4-2-3-1 (2),4,7,15,21168,False,7084,128,95,auto-jitter,94,95,below,13,463,4,11
48,scaled,4-1-2-1-2,3,8,16,7776,False,4599,132,94,auto-jitter,94,94,exact,6.7999999998137355,461,2,11
49,scaled,4-3-3 (4),4,7,14,2352,False,1553,123,92,auto-jitter,92,92,exact,4.399999999906868,8,1,11
0,scaled,4-2-2-2,3,8,14,36864,False,8695,131,92,auto,92,92,exact,20.4000000001397,112,2,12
1,scaled,4-3-3 (3),0,11,14,19440,False,1323,140,92,auto,92,92,exact,1.5999999998603016,14,2,12
2,scaled,4-2-2-2,2,9,14,102400,False,15804,137,93,auto,93,93,exact,24.199999999953434,1731,2,12
3,scaled,4-3-1-2,2,9,13,49392,False,4420,132,89,auto,89,89,exact,6.100000000093132,11,2,12
4,scaled,4-1-2-1-2,2,9,13,3600,False,619,136,93,auto,93,93,exact,0.7999999998137355,414,3,12
5,scaled,4-1-4-1,3,8,15,34560,False,12315,128,90,auto,90,90,exact,21.199999999953434,346,3,12
6,scaled,3-1-4-2,1,10,13,19200,False,1207,139,91,auto,91,91,exact,1.5999999998603016,17,2,12
7,scaled,3-5-2,3,8,14,93312,False,17320,132,92,auto,92,92,exact,30.199999999953434,375,2,12
8,scaled,4-3-3 (4),3,8,13,14400,False,2794,132,92,auto,92,92,exact,5.599999999860302,2021,3,12
9,scaled,4-2-3-1,0,11,15,216000,False,1760,150,94,auto,94,94,exact,1.4000000001396984,122,3,12
10,scaled,4-2-3-1,3,8,10,1152,False,118,128,90,auto,90,90,exact,0.10000000009313226,36,3,12
11,scaled,4-1-2-1-2,2,9,15,1536,False,758,138,94,auto,94,94,exact,0.8999999999068677,12,2,12
12,scaled,4-4-2 (2),3,8,13,2592,False,1003,130,92,auto,92,92,exact,2.1000000000931323,13,2,12
13,scaled,4-5-1 (2),2,9,12,2048,False,504,135,92,auto,92,92,exact,1.6000000000931323,134,2,12
14,scaled,4-5-1,0,11,15,30720,False,1757,147,93,auto,93,93,exact,1.6000000000931323,344,3,12
15,scaled,4-1-2-1-2,2,9,15,15552,False,4652,139,94,auto,94,94,exact,6.399999999906868,2743,3,12
16,scaled,3-1-4-2,3,8,12,14400,False,2327,129,94,auto,94,94,exact,3.5,24,2,12
17,scaled,4-1-3-2,2,9,13,3072,False,595,138,92,auto,92,92,exact,0.6999999999534339,10,1,12
18,scaled,4-5-1,3,8,12,5760,False,1528,131,91,auto,91,91,exact,2.300000000046566,21,3,12
19,scaled,4-5-1 (2),3,8,12,1152,False,312,132,94,auto,94,94,exact,0.5999999998603016,19,2,12
20,scaled,4-1-3-2,2,9,13,12000,False,2108,134,90,auto,90,90,exact,2.199999999953434,584,4,12
21,scaled,4-5-1,3,8,10,108,False,31,130,90,auto,90,90,exact,0.09999999986030161,10,2,12
22,scaled,4-1-3-2,1,10,14,28800,False,795,140,90,auto,90,90,exact,1.1999999999534339,208,3,12
23,scaled,3-4-1-2,1,10,14,129600,False,8503,142,92,auto,92,92,exact,11.200000000186265,52,3,12
24,scaled,4-3-3 (3),1,10,16,10368,False,2385,142,92,auto,92,92,exact,3.0999999998603016,16,2,12
25,scaled,4-2-4,1,10,15,38400,False,3298,139,92,auto,92,92,exact,6.100000000093132,356,2,12
26,scaled,4-2-3-1 (2),2,9,15,2700,False,677,138,93,auto,93,93,exact,0.6000000000931323,146,3,12
27,scaled,4-1-4-1,3,8,11,2916,False,629,129,94,auto,94,94,exact,0.8000000000465661,9,1,12
28,scaled,4-1-2-1-2 (2),1,10,15,94080,False,5591,138,93,auto,93,93,exact,7.899999999906868,12,2,12
29,scaled,4-1-4-1,1,10,15,18432,False,1083,141,93,auto,93,93,exact,1.3999999999068677,87,2,12
30,scaled,4-5-1,2,9,14,4800,False,986,134,92,auto,92,92,exact,1.1000000000931323,21,3,12
31,scaled,4-1-4-1,1,10,15,32400,False,3382,141,93,auto,93,93,exact,4.7999999998137355,1876,3,12
32,scaled,4-3-3,2,9,14,96000,False,16099,137,93,auto,93,93,exact,31.199999999953434,10,1,12
33,scaled,3-1-4-2,2,9,13,13824,False,2351,132,90,auto,90,90,exact,2.8999999999068677,10,1,12
34,scaled,4-5-1,1,10,14,7776,False,610,138,91,auto,91,91,exact,0.6000000000931323,244,2,12
35,scaled,4-4-1-1 (2),0,11,15,207360,False,1941,147,92,auto,92,92,exact,1.8000000000465661,121,3,12
36,scaled,4-2-4,0,11,19,202500,False,8006,151,95,auto,95,95,exact,8.699999999953434,2312,3,12
37,scaled,4-5-1,1,10,15,147456,False,11989,140,92,auto,92,92,exact,11.799999999813735,764,4,12
38,scaled,4-4-2 (2),3,8,12,24576,False,3881,132,92,auto,92,92,exact,5.800000000046566,1405,2,12
39,scaled,4-5-1 (2),1,10,15,60750,False,6651,141,90,auto,90,90,exact,9,33,2,12
40,scaled,4-1-2-1-2,2,9,12,1024,False,224,134,91,auto,91,91,exact,0.19999999995343387,10,1,12
41,scaled,4-2-3-1,2,9,15,28800,False,5569,134,89,auto,89,89,exact,9.699999999953434,70,3,12
42,scaled,4-3-3 (2),1,10,13,8640,False,414,139,88,auto,88,88,exact,0.6999999999534339,12,2,12
43,scaled,4-1-2-1-2,3,8,12,1152,False,529,130,93,auto,93,93,exact,0.8000000000465661,129,2,12
44,scaled,4-2-3-1,2,9,15,187500,False,36899,140,94,auto,94,94,exact,42.5,7794,3,12
45,scaled,4-1-2-1-2 (2),1,10,14,172800,False,11784,140,91,auto,91,91,exact,15.199999999953434,144,3,12
46,scaled,4-1-3-2,1,10,13,5832,False,936,140,89,auto,89,89,exact,1.6000000000931323,547,3,12
47,scaled,3-4-3,3,8,11,648,False,272,132,93,auto,93,93,exact,0.4000000001396984,35,2,12
48,scaled,3-4-1-2,2,9,13,13500,False,2102,136,91,auto,91,91,exact,2.9000000001396984,198,3,12
49,scaled,4-2-4,1,10,15,82944,False,5278,143,93,auto,93,93,exact,8.700000000186265,638,2,12
0,complex,4-3-1-2,1,10,30,358761312,True,750002,143,95,auto,95,95,exact,1226.6000000000931,626416,7,1
1,complex,4-5-1,1,10,31,105369600,True,750002,146,94,auto,95,95,exact,1169.5,6650,4,1
2,complex,4-1-2-1-2 (2),0,11,29,376358400,True,750002,148,93,auto,93,93,exact,1196.5,426547,5,1
3,complex,4-3-3,1,10,32,99574272,True,750002,142,93,auto,93,93,exact,1090.4000000001397,12391,5,1
4,complex,4-2-2-2,1,10,30,36864000,True,750002,145,94,auto,94,94,exact,1214.5,373,3,1
5,complex,5-2-1-2,1,10,30,138240000,True,750002,144,94,auto,94,94,exact,1216.1999999999534,14845,4,1
6,complex,4-1-4-1,1,10,29,29859840,True,750002,143,93,auto,93,93,exact,1435,369,3,1
7,complex,4-2-3-1,0,11,31,1475324928,True,750002,146,93,auto,93,93,exact,1181.5,116228,5,1
8,complex,4-2-4,1,10,27,16257024,True,750002,140,93,auto,93,93,exact,1067.1999999999534,7119,6,1
9,complex,3-4-3,1,10,28,115200000,True,750002,143,94,auto,94,94,exact,1112.5999999998603,31040,5,1
10,complex,4-1-2-1-2 (2),0,11,34,2540160000,True,750002,147,94,auto,94,94,exact,1182.7999999998137,117,3,1
11,complex,4-4-2,0,11,33,1338720768,True,750002,148,95,auto,95,95,exact,1153.6999999999534,22282,6,1
12,complex,4-4-2,1,10,35,320060160,True,750002,145,96,auto,96,96,exact,1138.3999999999069,60652,6,1
13,complex,3-4-2-1,1,10,27,234881024,True,750002,145,95,auto,95,95,exact,1161.1000000000931,65,3,1
14,complex,4-3-3,1,10,31,117573120,True,750002,142,94,auto,94,94,exact,1124.2000000001863,202602,5,1
15,complex,4-4-1-1 (2),0,11,36,2529128448,True,750002,149,94,auto,95,95,exact,1217.0999999998603,521250,5,1
16,complex,4-5-1 (2),1,10,32,72253440,True,750002,145,94,auto,94,94,exact,1270.6000000000931,476567,5,1
17,complex,3-1-4-2,1,10,32,326592000,True,750002,146,95,auto,95,95,exact,1281,287,5,1
18,complex,4-3-2-1,0,11,32,1881792000,True,750002,147,95,auto,95,95,exact,1220.8999999999069,8612,4,1
19,complex,4-3-3 (2),0,11,34,1003290624,True,750002,151,95,auto,95,95,exact,1106.6000000000931,49619,4,1
20,complex,4-4-2 (2),1,10,31,36288000,True,750002,143,93,auto,93,93,exact,1288.5,114735,5,1
21,complex,5-2-1-2,0,11,28,88473600,True,750002,151,96,auto,96,96,exact,1294.4000000001397,30,4,1
22,complex,4-3-3 (4),0,11,30,288054144,True,750002,150,93,auto,93,93,exact,1653.1000000000931,312703,8,1
23,complex,5-2-1-2,0,11,34,1560674304,True,750002,150,95,auto,95,95,exact,998.3000000000466,459783,5,1
24,complex,3-4-2-1,1,10,30,714256704,True,750002,146,95,auto,95,95,exact,1290.9000000001397,35847,5,1
25,complex,4-5-1 (2),0,11,35,2275983360,True,750002,148,96,auto,96,96,exact,1227.1000000000931,17551,4,1
26,complex,4-4-1-1 (2),1,10,29,18432000,True,750002,145,94,auto,94,94,exact,1206.5,1479,3,1
27,complex,4-3-3,0,11,31,184320000,True,750002,151,94,auto,94,94,exact,1080.1999999999534,85375,5,1
28,complex,4-4-1-1 (2),0,11,31,126000000,False,276457,152,95,auto,95,95,exact,423.30000000004657,63291,3,1
29,complex,4-3-3,1,10,33,25401600,True,750002,145,93,auto,93,93,exact,1186,21778,4,1
30,complex,4-5-1 (2),1,10,32,460992000,True,750002,145,94,auto,94,94,exact,1289.6999999999534,9954,2,1
31,complex,4-2-4,1,10,33,201684000,True,750002,144,94,auto,94,94,exact,1191.8000000000466,49662,4,1
32,complex,4-4-2,1,10,28,108380160,True,750002,143,93,auto,93,93,exact,1303,552,3,1
33,complex,5-3-2,0,11,33,4279018590,True,750002,146,94,auto,94,94,exact,1181.0999999998603,1449,6,1
34,complex,4-5-1,1,10,33,243937980,True,750002,144,95,auto,95,95,exact,1116,5616,5,1
35,complex,4-3-3 (4),0,11,30,131712000,True,750002,149,95,auto,95,95,exact,1211,1293,4,1
36,complex,4-4-2,1,10,30,235224000,True,750002,144,95,auto,95,95,exact,1207.7000000001863,335597,3,1
37,complex,4-2-2-2,0,11,29,363031200,True,750002,148,93,auto,93,93,exact,1097.0999999998603,246185,6,1
38,complex,4-3-3 (2),0,11,37,3270758400,True,750002,150,94,auto,94,94,exact,983.5999999998603,77511,6,1
39,complex,4-3-1-2,0,11,38,2008745200,True,750002,150,96,auto,96,96,exact,999.3999999999069,19358,5,1
40,complex,4-3-3 (2),0,11,35,3810240000,True,750002,151,94,auto,94,94,exact,1244,85448,4,1
41,complex,4-3-2-1,1,10,24,19906560,True,750002,144,95,auto,95,95,exact,1135.6999999999534,97199,4,1
42,complex,4-1-2-1-2,0,11,32,379330560,True,750002,153,96,auto,96,96,exact,1065.1999999999534,28,4,1
43,complex,5-4-1,1,10,29,71663616,True,750002,143,94,auto,94,94,exact,1119.0999999998603,411151,7,1
44,complex,4-3-3 (2),1,10,28,15805440,True,750002,145,94,auto,94,94,exact,1088,152071,5,1
45,complex,4-3-3 (4),1,10,33,241920000,True,750002,142,94,auto,94,94,exact,1118.1999999999534,475,3,1
46,complex,5-2-1-2,1,10,33,530841600,True,750002,143,94,auto,94,94,exact,1176.8000000000466,1880,4,1
47,complex,4-3-3 (4),0,11,32,282240000,True,750002,149,95,auto,95,95,exact,1089.1000000000931,101531,6,1
48,complex,5-3-2,0,11,37,1327104000,True,750002,147,94,auto,94,94,exact,1189.1000000000931,5371,3,1
49,complex,3-4-1-2,1,10,28,43352064,True,750002,142,95,auto,95,95,exact,1243.8000000000466,16796,2,1
0,complex,4-4-1-1 (2),1,10,40,435456000,True,1500002,147,96,auto,96,96,exact,2505.899999999907,865515,6,2
1,complex,4-2-4,1,10,40,352719360,True,1500002,141,94,auto,94,94,exact,2323.1999999999534,1059153,4,2
2,complex,5-2-1-2,0,11,47,1574809600,True,1500002,151,95,auto,95,95,exact,2214.100000000093,24644,4,2
3,complex,4-2-4,0,11,40,1843968000,True,1500002,151,95,auto,95,95,exact,2492,11942,6,2
4,complex,4-1-4-1,0,11,44,3885629440,True,1500002,149,95,auto,95,95,exact,2414.8000000000466,148742,5,2
5,complex,4-5-1 (2),0,11,45,4049510400,True,1500002,148,94,auto,94,94,exact,2347.6999999999534,526,4,2
6,complex,4-1-3-2,1,10,38,1690476480,True,1500002,146,94,auto,94,94,exact,2736.0999999998603,63625,3,2
7,complex,5-4-1,1,10,42,1129430400,True,1500002,145,95,auto,95,95,exact,2415.600000000093,37405,5,2
8,complex,4-3-3,0,11,43,4024566000,True,1500002,149,95,auto,95,95,exact,2527.899999999907,239427,4,2
9,complex,4-5-1 (2),1,10,35,1020600000,True,1500002,144,94,auto,94,94,exact,2711,260203,4,2
10,complex,4-3-2-1,1,10,43,1290589440,True,1500002,145,96,auto,96,96,exact,2403.6999999999534,80818,6,2
11,complex,3-5-2,0,11,45,1070051400,True,1500002,149,95,auto,95,95,exact,2541.5999999998603,1110496,5,2
12,complex,3-5-2,1,10,40,6413460768,True,1500002,146,95,auto,95,95,exact,2404.5,162217,5,2
13,complex,4-3-3 (3),1,10,37,549669120,True,1500002,142,94,auto,94,94,exact,2422.399999999907,1413522,6,2
14,complex,4-2-4,0,11,45,2239488000,True,1500002,148,95,auto,95,95,exact,2194.1999999999534,200585,5,2
15,complex,4-4-2 (2),0,11,43,2739609600,True,1500002,150,96,auto,96,96,exact,2434.5999999998603,1344,5,2
16,complex,3-4-2-1,1,10,42,1213056000,True,1500002,146,96,auto,96,96,exact,2422,25479,6,2
17,complex,5-2-1-2,0,11,44,8992456704,True,1500002,148,94,auto,94,94,exact,2671.4000000001397,684133,6,2
18,complex,4-5-1 (2),0,11,41,7125398280,True,1500002,148,94,auto,94,94,exact,2550.600000000093,7584,6,2
19,complex,3-5-2,0,11,41,4599936000,True,1500002,148,94,auto,94,94,exact,2484,221827,4,2
20,complex,5-4-1,0,11,48,5416582500,True,1500002,147,95,auto,95,95,exact,2107.7000000001863,158278,6,2
21,complex,4-1-2-1-2 (2),0,11,47,1712430720,True,1500002,148,95,auto,95,95,exact,2441.6999999999534,1497054,3,2
22,complex,3-4-2-1,1,10,39,1231718400,True,1500002,146,96,auto,96,96,exact,2417.899999999907,13,2,2
23,complex,4-1-2-1-2,1,10,41,1270080000,True,1500002,148,96,auto,96,96,exact,2692.8000000000466,347219,3,2
24,complex,4-5-1,0,11,40,5902696800,True,1500002,150,95,auto,95,95,exact,2531.8000000000466,57,3,2
25,complex,4-1-2-1-2 (2),0,11,44,4382305200,True,1500002,151,94,auto,94,94,exact,2350.7000000001863,131552,5,2
26,complex,4-5-1 (2),1,10,44,2993760000,True,1500002,141,94,auto,94,94,exact,2458.899999999907,415099,7,2
27,complex,5-2-1-2,0,11,45,4355739360,True,1500002,149,95,auto,95,95,exact,2408,12440,7,2
28,complex,4-3-1-2,0,11,46,2777895000,True,1500002,149,94,auto,94,94,exact,2438.7000000001863,53742,7,2
29,complex,4-2-2-2,1,10,42,5029516800,True,1500002,147,96,auto,96,96,exact,2540.100000000093,1240757,4,2
30,complex,4-5-1 (2),1,10,40,3794947200,True,1500002,146,95,auto,95,95,exact,2356.1999999999534,46262,5,2
31,complex,4-1-4-1,0,11,41,4064256000,True,1500002,149,94,auto,94,94,exact,2599.5,395977,4,2
32,complex,4-1-4-1,0,11,47,6091571200,True,1500002,149,96,auto,96,96,exact,2317.3000000000466,695978,6,2
33,complex,3-4-3,1,10,38,1229437440,True,1500002,144,95,auto,95,95,exact,2575.100000000093,761480,8,2
34,complex,3-4-3,1,10,42,7517812500,True,1500002,146,96,auto,96,96,exact,2644.3000000000466,165,3,2
35,complex,4-3-1-2,1,10,38,1528450560,True,1500002,144,95,auto,95,95,exact,2526.5999999998603,76263,7,2
36,complex,4-3-3 (3),1,10,38,1168128000,True,1500002,144,95,auto,95,95,exact,2336.600000000093,16132,3,2
37,complex,4-5-1 (2),1,10,41,2480625000,True,1500002,144,95,auto,95,95,exact,2423.8000000000466,354810,4,2
38,complex,5-3-2,1,10,37,1238630400,True,1500002,146,94,auto,94,94,exact,2654.5,63472,3,2
39,complex,4-4-2,1,10,42,1658880000,True,1500002,145,96,auto,96,96,exact,2502,52562,5,2
40,complex,3-5-2,1,10,38,4877107200,True,1500002,145,95,auto,95,95,exact,2521,131452,7,2
41,complex,4-2-4,1,10,37,205752960,True,1500002,144,95,auto,95,95,exact,2380.4000000001397,3791,5,2
42,complex,4-4-1-1 (2),1,10,36,3319481088,True,1500002,143,94,auto,94,94,exact,2444.3000000000466,4255,4,2
43,complex,4-1-3-2,1,10,36,226800000,True,1500002,143,94,auto,94,94,exact,2646.5,371223,4,2
44,complex,4-4-1-1 (2),1,10,42,4257826560,True,1500002,147,96,auto,96,96,exact,2428.399999999907,1037859,5,2
45,complex,4-1-3-2,0,11,42,9504000000,True,1500002,148,95,auto,95,95,exact,2105.3000000000466,35036,3,2
46,complex,4-5-1,1,10,41,2476656000,True,1500002,147,97,auto,97,97,exact,2375.1999999999534,24,3,2
47,complex,4-2-3-1 (2),0,11,45,1185528960,True,1500002,151,95,auto,95,95,exact,2596.4000000001397,255794,6,2
48,complex,4-3-3 (3),0,11,45,1658880000,True,1500002,150,96,auto,96,96,exact,2532.399999999907,11186,6,2
49,complex,4-4-2,1,10,38,1660289400,True,1500002,146,95,auto,95,95,exact,2167.899999999907,22225,5,2
0,complex,4-3-2-1,0,11,48,17414258688,True,1500002,149,96,auto,96,96,exact,3286,6537,6,3
1,complex,4-1-4-1,0,11,51,5593386240,True,1500002,149,94,auto,95,95,exact,2664.399999999907,27698,5,3
2,complex,4-3-1-2,0,11,51,4026880000,True,1500002,151,96,auto,96,96,exact,2665.4000000001397,51844,4,3
3,complex,4-3-3 (2),0,11,53,1226649600,True,1500002,148,95,auto,95,95,exact,2120.2999999998137,611,4,3
4,complex,4-3-3 (2),0,11,46,3136320000,True,1500002,149,94,auto,94,94,exact,2371.5,379548,5,3
5,complex,3-4-2-1,0,11,51,2519424000,True,1500002,150,96,auto,96,96,exact,2203.9000000001397,1267079,6,3
6,complex,4-2-3-1,0,11,51,6490098432,True,1500002,150,96,auto,96,96,exact,2506.6999999999534,654424,7,3
7,complex,4-1-2-1-2 (2),0,11,47,2054139750,True,1500002,149,95,auto,95,95,exact,2200.6999999999534,82080,4,3
8,complex,4-3-1-2,0,11,51,10712301600,True,1500002,150,96,auto,96,96,exact,2255,232954,5,3
9,complex,4-3-2-1,0,11,47,2190240000,True,1500002,149,95,auto,95,95,exact,2563,4471,4,3
10,complex,3-4-1-2,0,11,55,16849907712,True,1500002,147,96,auto,96,96,exact,2013.1000000000931,38063,6,3
11,complex,4-3-3 (3),0,11,49,4214784000,True,1500002,148,96,auto,96,96,exact,2478,75096,5,3
12,complex,4-1-4-1,0,11,49,1250235000,True,1500002,150,95,auto,96,96,exact,2408,7802,4,3
13,complex,4-4-1-1 (2),0,11,47,2751840000,True,1500002,151,96,auto,96,96,exact,2323.5,992219,8,3
14,complex,3-4-2-1,0,11,49,9102606336,True,1500002,149,95,auto,95,95,exact,2412.6999999999534,84708,5,3
15,complex,4-4-2 (2),0,11,50,3518715200,True,1500002,150,94,auto,94,94,exact,2627.8000000000466,221714,8,3
16,complex,4-3-1-2,0,11,44,5342238720,True,1500002,150,95,auto,95,95,exact,2394.8000000000466,70,4,3
17,complex,4-1-4-1,0,11,44,5778864000,True,1500002,151,96,auto,96,96,exact,2446.1999999999534,102021,5,3
18,complex,4-3-3,0,11,55,2581818624,True,1500002,151,96,auto,96,96,exact,2559.100000000093,468481,5,3
19,complex,4-1-2-1-2,0,11,48,7285555200,True,1500002,150,95,auto,95,95,exact,2308.5,149826,6,3
20,complex,5-4-1,0,11,52,5070213954,True,1500002,151,96,auto,96,96,exact,2202.399999999907,658855,7,3
21,complex,3-1-4-2,0,11,51,3338108928,True,1500002,153,97,auto,97,97,exact,2715.4000000001397,83368,6,3
22,complex,3-1-4-2,0,11,51,2617245696,True,1500002,149,96,auto,96,96,exact,2539.7999999998137,8279,5,3
23,complex,3-5-2,0,11,48,11859469713,True,1500002,149,94,auto,94,94,exact,2475,1048538,5,3
24,complex,4-3-1-2,0,11,47,3422366640,True,1500002,149,95,auto,95,95,exact,2601.600000000093,60384,5,3
25,complex,4-3-3,0,11,54,1464942024,True,1500002,150,95,auto,95,95,exact,2691.0999999998603,17289,6,3
26,complex,4-2-3-1,0,11,54,5047854336,True,1500002,152,97,auto,97,97,exact,2633.1999999999534,430550,5,3
27,complex,5-2-1-2,0,11,53,8599633920,True,1500002,150,96,auto,96,96,exact,2653.8000000000466,12949,4,3
28,complex,5-2-1-2,0,11,49,3169474560,True,1500002,151,95,auto,95,95,exact,2068.600000000093,306976,9,3
29,complex,3-4-1-2,0,11,49,3477225024,True,1500002,151,95,auto,95,95,exact,2680,2551,4,3
30,complex,4-1-3-2,0,11,48,7315660800,True,1500002,151,94,auto,94,94,exact,2332.5999999998603,923415,7,3
31,complex,4-3-1-2,0,11,52,4115059200,True,1500002,150,95,auto,95,95,exact,2619.2000000001863,142103,5,3
32,complex,4-1-2-1-2,0,11,45,6842880000,True,1500002,147,93,auto,93,93,exact,2374.5,82,4,3
33,complex,3-4-2-1,0,11,48,5200588800,True,1500002,150,96,auto,96,96,exact,2627.1999999999534,1487128,5,3
34,complex,4-3-3 (2),0,11,53,2710422000,True,1500002,152,95,auto,95,95,exact,2474.899999999907,2362,5,3
35,complex,4-3-2-1,0,11,50,7057326528,True,1500002,150,95,auto,95,95,exact,2529.7999999998137,213854,6,3
36,complex,5-2-1-2,0,11,48,5603178240,True,1500002,150,95,auto,95,95,exact,2484.5,460586,4,3
37,complex,3-4-1-2,0,11,42,6145155072,True,1500002,149,96,auto,96,96,exact,2572.5999999998603,31987,6,3
38,complex,5-3-2,0,11,53,12937617275,True,1500002,150,95,auto,95,95,exact,2479.9000000001397,10303,3,3
39,complex,5-2-1-2,0,11,52,3439800000,True,1500002,150,94,auto,94,94,exact,2640.9000000001397,42492,6,3
40,complex,4-3-3 (4),0,11,53,2076471936,True,1500002,150,96,auto,96,96,exact,2422,1761,6,3
41,complex,4-1-2-1-2,0,11,43,6386688000,True,1500002,148,95,auto,95,95,exact,2193.5999999998603,530965,6,3
42,complex,5-4-1,0,11,51,3813494256,True,1500002,148,95,auto,95,95,exact,2527.1999999999534,21009,5,3
43,complex,4-3-3 (2),0,11,49,3803184000,True,1500002,149,95,auto,95,95,exact,2348.3000000000466,106499,5,3
44,complex,4-4-2 (2),0,11,53,1385683200,True,1500002,151,94,auto,94,94,exact,2531.5,169464,4,3
45,complex,3-4-1-2,0,11,47,2280881460,True,1500002,151,95,auto,95,95,exact,2408.100000000093,462969,6,3
46,complex,4-2-4,0,11,48,2721600000,True,1500002,149,95,auto,95,95,exact,2538.5999999998603,23904,3,3
47,complex,5-4-1,0,11,55,7620480000,True,1500002,150,95,auto,95,95,exact,2472.6999999999534,41221,4,3
48,complex,4-5-1 (2),0,11,50,3797800864,True,1500002,151,97,auto,97,97,exact,2377.4000000001397,16,2,3
49,complex,4-5-1 (2),0,11,53,3650400000,True,1500002,152,95,auto,95,95,exact,2825.399999999907,225791,5,3
0,complex,4-1-2-1-2 (2),1,10,50,1188794880,True,3000002,147,95,auto,95,95,exact,5123.199999999953,1278522,5,4
1,complex,4-3-1-2,0,11,56,15274537740,True,3000002,148,95,auto,95,95,exact,5270.300000000047,1116,5,4
2,complex,4-5-1 (2),1,10,52,4572754560,True,3000002,145,94,auto,94,94,exact,4707.40000000014,883022,6,4
3,complex,4-3-1-2,0,11,52,1034677800,True,3000002,149,96,auto,96,96,exact,4549.600000000093,50243,3,4
4,complex,4-1-2-1-2 (2),0,11,55,4564611072,True,3000002,151,95,auto,95,95,exact,4667.600000000093,32,3,4
5,complex,5-4-1,1,10,53,6098924160,True,3000002,145,96,auto,96,96,exact,4744.299999999814,204873,3,4
6,complex,3-4-2-1,1,10,47,12596266144,True,3000002,144,95,auto,95,95,exact,4749.5,5094,4,4
7,complex,4-1-4-1,1,10,49,1338070272,True,3000002,145,94,auto,94,94,exact,4859,670574,6,4
8,complex,4-2-3-1 (2),0,11,60,5489510400,True,3000002,149,96,auto,96,96,exact,5365.399999999907,334107,6,4
9,complex,4-3-3 (4),0,11,55,2551764600,True,3000002,147,94,auto,94,94,exact,4823.5,273203,9,4
